step,tensor_n,tensor_name,tensor_node_id,tensor_kind,tensor_id,storage_id,offset,numel,itemsize,tensor_size_bytes,device,dtype,shape,producer_count,consumer_count
0,2257,cache_10223_10224,t2257,CONTEXT,10223,10224,0,6553600,2,13107200,cpu,,"[5120,1280]",1,2
0,2258,cache_10228_72,t2258,CONTEXT,10228,72,0,6553600,2,13107200,cuda:0,,"[5120,1280]",1,2
0,2259,cache_10232_72,t2259,CONTEXT,10232,72,0,6553600,2,13107200,cuda:0,,"[5120,1280]",1,3
0,2260,cache_10235_10236,t2260,CONTEXT,10235,10236,0,5120,2,10240,cpu,,[5120],1,2
0,2261,cache_10240_185,t2261,CONTEXT,10240,185,0,5120,2,10240,cuda:0,,[5120],2,2
0,2262,cache_10244_185,t2262,CONTEXT,10244,185,0,5120,2,10240,cuda:0,,[5120],1,3
0,2263,cache_10250_3392,t2263,CONTEXT,10250,3392,0,98560,2,197120,cuda:0,,"[77,1280]",1,1
0,2264,cache_10254_72,t2264,CONTEXT,10254,72,0,6553600,2,13107200,cuda:0,,"[1280,5120]",1,1
0,2265,cache_10256_7496,t2265,CONTEXT,10256,7496,0,394240,2,788480,cuda:0,,"[77,5120]",1,1
0,2266,cache_10258_7496,t2266,CONTEXT,10258,7496,0,394240,2,788480,cuda:0,,"[1,77,5120]",1,1
0,2267,cache_10264_98,t2267,CONTEXT,10264,98,0,6553600,2,13107200,meta,,"[5120,1280]",2,2
0,2268,cache_10268_98,t2268,CONTEXT,10268,98,0,6553600,2,13107200,meta,,"[5120,1280]",1,1
0,2269,cache_10273_98,t2269,CONTEXT,10273,98,0,5120,2,10240,meta,,[5120],2,2
0,2270,cache_10277_98,t2270,CONTEXT,10277,98,0,5120,2,10240,meta,,[5120],1,1
0,2271,cache_10286_10287,t2271,CONTEXT,10286,10287,0,394240,2,788480,cuda:0,,"[1,77,5120]",1,3
0,2272,cache_10293_10294,t2272,CONTEXT,10293,10294,0,6553600,2,13107200,cpu,,"[1280,5120]",1,2
0,2273,cache_10298_72,t2273,CONTEXT,10298,72,0,6553600,2,13107200,cuda:0,,"[1280,5120]",2,2
0,2274,cache_10302_72,t2274,CONTEXT,10302,72,0,6553600,2,13107200,cuda:0,,"[1280,5120]",1,3
